2021-11-09 16:17:27,272 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-11-09 16:17:27,295 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-11-09 16:17:27,297 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-11-09 16:17:27,297 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-11-09 16:17:27,313 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-11-09 16:17:27,314 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-11-09 16:17:27,314 INFO  SwAddin.cs: 201 - Setting up command manager
2021-11-09 16:17:27,315 INFO  SwAddin.cs: 204 - Adding command manager
2021-11-09 16:17:27,319 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-11-09 16:17:27,331 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-11-09 16:17:27,331 INFO  SwAddin.cs: 210 - Adding event handlers
2021-11-09 16:17:27,345 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-11-09 16:32:28,345 INFO  SwAddin.cs: 294 - Assembly export called for file finger.SLDASM
2021-11-09 16:32:30,261 INFO  SwAddin.cs: 313 - Saving assembly
2021-11-09 16:32:30,412 INFO  SwAddin.cs: 316 - Opening property manager
2021-11-09 16:32:30,437 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finger.SLDASM
2021-11-09 16:32:30,447 INFO  ExportHelperExtension.cs: 1136 - Found 47 in finger.SLDASM
2021-11-09 16:32:30,448 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in finger.SLDASM
2021-11-09 16:32:30,448 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-09 16:32:30,450 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2021-11-09 16:32:30,451 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¾µÏò8-26-10 ¼Ð×¦-2
2021-11-09 16:32:30,451 INFO  ExportHelperExtension.cs: 1136 - Found 37 in ¾µÏò8-26-10 ¼Ð×¦-2
2021-11-09 16:32:30,451 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ¾µÏò8-26-10 ¼Ð×¦-2
2021-11-09 16:32:30,452 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SSWS1104-1-5A·¨À¼Á¬½ÓÅÌ-1
2021-11-09 16:32:30,452 INFO  ExportHelperExtension.cs: 1136 - Found 50 in SSWS1104-1-5A·¨À¼Á¬½ÓÅÌ-1
2021-11-09 16:32:30,453 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SSWS1104-1-5A·¨À¼Á¬½ÓÅÌ-1
2021-11-09 16:32:30,453 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MHZ2-40D(30_0)-1-1
2021-11-09 16:32:30,453 INFO  ExportHelperExtension.cs: 1136 - Found 33 in MHZ2-40D(30_0)-1-1
2021-11-09 16:32:30,454 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MHZ2-40D(30_0)-1-1
2021-11-09 16:32:30,454 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 8-26-10 ¼Ð×¦-1
2021-11-09 16:32:30,454 INFO  ExportHelperExtension.cs: 1136 - Found 39 in 8-26-10 ¼Ð×¦-1
2021-11-09 16:32:30,455 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 8-26-10 ¼Ð×¦-1
2021-11-09 16:32:30,455 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from finger.SLDASM
2021-11-09 16:32:30,455 INFO  ExportHelperExtension.cs: 1136 - Found 47 in finger.SLDASM
2021-11-09 16:32:30,456 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in finger.SLDASM
2021-11-09 16:32:30,456 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-09 16:32:30,456 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2021-11-09 16:32:30,457 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ¾µÏò8-26-10 ¼Ð×¦-2
2021-11-09 16:32:30,457 INFO  ExportHelperExtension.cs: 1136 - Found 37 in ¾µÏò8-26-10 ¼Ð×¦-2
2021-11-09 16:32:30,458 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in ¾µÏò8-26-10 ¼Ð×¦-2
2021-11-09 16:32:30,458 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SSWS1104-1-5A·¨À¼Á¬½ÓÅÌ-1
2021-11-09 16:32:30,459 INFO  ExportHelperExtension.cs: 1136 - Found 50 in SSWS1104-1-5A·¨À¼Á¬½ÓÅÌ-1
2021-11-09 16:32:30,459 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SSWS1104-1-5A·¨À¼Á¬½ÓÅÌ-1
2021-11-09 16:32:30,459 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MHZ2-40D(30_0)-1-1
